condId,mode,repetitions,median_dt_ms,dur_send_ms,dur_feedback_ms,dur_fk_ms,dur_obs_ms,dur_agent_ms,dur_pipeline_ms,dur_log_ms
M_send,send_only,3,25.002000000000635,24.98250000000013,nan,nan,nan,nan,nan,nan
M_fb,send_feedback,3,50.006999999999024,23.899000000000115,26.080999999999577,nan,nan,nan,nan,nan
M_fk,send_feedback_fk,3,50.00599999999977,21.414000000000932,25.991499999999725,2.531500000000353,nan,nan,nan,nan
M_full,closed_loop_zero,3,50.003999999999934,16.492000000000505,26.045499999999944,2.5205000000001476,0.015000000001208491,4.55849999999991,0.017000000001043958,0.04999999999988347
R0_v23_repro,tracking,2,100.00099999999978,16.528999999999794,22.682999999999343,2.591250000000045,0.06050000000001887,4.5239999999999725,0.07649999999959078,0.44899999999969964
T10_nom,tracking,5,99.99999999999964,16.155999999999615,14.978000000000158,2.6119999999996146,0.06100000000053285,4.5839999999999215,0.07599999999996498,0.4574999999999996
T40_cdr_nom,tracking,5,50.033999999999246,16.32800000000007,25.208999999999705,2.6725000000000723,0.059000000000253294,4.558000000000062,0.07100000000015427,0.4309999999999592
T40_ppo_nom,tracking,5,49.97199999999968,16.61899999999994,25.145000000000195,2.58349999999985,0.06099999999997774,4.6040000000000525,0.07550000000033918,0.43199999999998795
