episode,reward,avg_reward,q0,steps
1,-522.980779641688,-522.980779641688,1.49475072248606e-05,218
2,-123.274746244193,-323.12776294294,1.49475072248606e-05,340
3,-275.389191902129,-307.214905929337,1.49475072248606e-05,340
4,-275.797740732979,-299.360614630247,1.49475072248606e-05,340
5,-176.025171097613,-274.69352592372,1.49475072248606e-05,340
6,-311.161855233867,-280.771580808745,1.49475072248606e-05,340
7,-768.378969054177,-350.429779129521,1.49475072248606e-05,340
8,-172.003697737658,-328.126518955538,-11.9302797317505,340
9,-208.241107470127,-314.805917679381,-11.9302797317505,340
10,-545.213177510247,-337.846643662468,-11.9302797317505,340
11,-272.774339235478,-331.93097962365,-11.9302797317505,340
12,-926.150021376219,-381.449233103031,-11.9302797317505,340
13,-1037.03645761117,-431.879019603657,-11.9302797317505,340
14,-234.488920130521,-417.779726784147,-6.55255460739136,340
15,-910.117993628908,-450.602277907131,-6.55255460739136,340
16,-333.425775198404,-443.278746487836,-6.55255460739136,340
17,-230.839827179699,-430.78233946971,-6.55255460739136,340
18,-468.138665585234,-432.857690920573,-6.55255460739136,200
19,-402.668788869472,-431.268801338936,-6.55255460739136,340
20,-181.853826090237,-418.798052576501,-6.55255460739136,340
21,-381.078882468377,-417.001901618971,0.00273954123258591,340
22,-512.509332963121,-421.343148498251,0.00273954123258591,340
23,-409.24342330827,-420.817073489991,0.00273954123258591,340
24,-615.308674678372,-428.920890206173,0.00273954123258591,340
25,-751.614938085592,-441.82865212135,0.00273954123258591,340
26,-240.312319125012,-430.521913700683,0.00273954123258591,340
27,-329.848918116975,-438.784880575594,4.17096853256226,340
28,-331.579087646532,-441.03247640537,4.17096853256226,340
29,-794.109315023468,-461.76493937699,4.17096853256226,340
30,-186.705365433443,-462.192147150423,4.17096853256226,340
31,-321.335660057718,-462.599099343377,4.17096853256226,340
32,-163.992364541334,-438.423635162863,4.17096853256226,340
33,-458.709175088116,-449.891854256882,16.6240406036377,340
34,-101.390670909553,-445.617836794459,16.6240406036377,340
35,-405.501788941086,-440.029381251692,16.6240406036377,340
36,-620.238418654137,-453.927944428439,16.6240406036377,340
37,-68.8410580477072,-419.635585895298,16.6240406036377,340
38,-268.127999566534,-388.879247573513,16.6240406036377,340
39,-222.587556530807,-388.403193029524,22.5552787780762,340
40,-357.726422021765,-366.307530165239,22.5552787780762,340
41,-197.697396567856,-360.878395020017,22.5552787780762,340
42,-195.958075870347,-359.483124967642,22.5552787780762,340
43,-221.026823859261,-349.598651298604,22.5552787780762,340
44,-343.837747842593,-347.245409657528,22.5552787780762,340
45,-215.584145780134,-348.594622445124,30.2452068328857,340
46,-199.135993163291,-341.316906872921,30.2452068328857,340
47,-325.841396105077,-333.850189398599,30.2452068328857,340
48,-247.159614148647,-327.366837032214,30.2452068328857,340
49,-145.120501602175,-308.559310109166,30.2452068328857,340
50,-378.297563251825,-293.626615115816,30.2452068328857,340
51,-173.954989997889,-290.972321950731,36.7886619567871,340
52,-399.720737320968,-293.76719471889,36.7886619567871,340
53,-438.389159357925,-298.039597587346,36.7886619567871,340
54,-282.10617496153,-277.559471984869,36.7886619567871,340
55,-351.245049209227,-284.1410593359,36.7886619567871,338
56,-281.317092169899,-282.540316620387,36.7886619567871,340
57,-426.937272135918,-293.058112924171,39.2685508728027,340
58,-160.59644295072,-281.133603638675,39.2685508728027,340
59,-189.395011845006,-284.653777276093,39.2685508728027,340
60,-340.863871571341,-282.068260581303,39.2685508728027,340
61,-331.680837690149,-270.525957342744,39.2685508728027,340
62,-437.695995523062,-285.280154841758,39.2685508728027,340
63,-360.636118633931,-288.980479604454,38.5545768737793,338
64,-302.94409381112,-292.194741095666,38.5545768737793,330
65,-280.27028352586,-289.09649555583,38.5545768737793,340
66,-194.544642556163,-288.970385395362,38.5545768737793,340
67,-340.019859201123,-294.732856728593,38.5545768737793,313
68,-226.705942028017,-294.960021455344,38.5545768737793,324
69,-344.373654724775,-294.981457730631,38.5545768737793,340
70,-288.271621583402,-297.888956762761,44.0883483886719,340
71,-407.693106018426,-306.231241276967,44.0883483886719,333
72,-327.604808248657,-306.30177776271,44.0883483886719,322
73,-338.469610061756,-309.954177599235,44.0883483886719,295
74,-125.917792031722,-309.186069216416,44.0883483886719,340
75,-306.084617912977,-306.297551402862,44.0883483886719,315
76,-276.860325509773,-310.413764823338,44.0883483886719,333
77,-334.038794121673,-307.786487095366,54.1484756469727,340
78,-286.015313622137,-301.691533265935,54.1484756469727,311
79,-354.538787345154,-304.588837761279,54.1484756469727,314
80,-248.03560331523,-300.46045992552,54.1484756469727,340
81,-340.177789100762,-302.814887802754,54.1484756469727,340
82,-307.199317478551,-298.025369616459,54.1484756469727,256
83,-270.890994490413,-302.437151678047,54.1484756469727,294
84,-302.939269547334,-306.97892198614,52.9671974182129,340
85,-208.955051038362,-301.702569164821,52.9671974182129,340
86,-212.58999081536,-296.93893528983,52.9671974182129,340
87,-298.885673240432,-291.386522398524,52.9671974182129,340
88,-382.471235313994,-292.259927065727,52.9671974182129,334
89,-244.571682666191,-289.92503061993,52.9671974182129,340
90,-230.139825102946,-287.919812283013,47.3882331848145,328
91,-230.332497716731,-289.351326489436,47.3882331848145,340
92,-315.733799584058,-288.379884104753,47.3882331848145,340
93,-218.14819058712,-288.037574047117,47.3882331848145,340
94,-223.129405940063,-283.187804095729,47.3882331848145,340
95,-298.967903310297,-283.615655364805,47.3882331848145,299
96,-345.075500043255,-281.110951125798,47.3882331848145,316
97,-258.780200377277,-278.357966810943,45.1788673400879,337
98,-129.180534287167,-269.986403779959,45.1788673400879,291
99,-220.730954805801,-273.778930290922,45.1788673400879,319
100,-309.534712197411,-273.9169340623,45.1788673400879,274
101,-367.460492406739,-277.540940738178,45.1788673400879,326
102,-191.498768830968,-271.83933972655,45.1788673400879,316
103,-49.446904525884,-262.3766033627,45.1788673400879,340
104,-344.916731152208,-261.991721114982,54.5873031616211,340
105,-241.863085974628,-261.744820421358,54.5873031616211,305
106,-342.242971924879,-261.827427734323,54.5873031616211,340
107,-105.626496913803,-253.764514911733,54.5873031616211,325
108,-249.071879443974,-252.891750309875,54.5873031616211,340
109,-201.953658031071,-248.852325849225,54.5873031616211,298
110,-112.309313638632,-244.986496353236,54.5873031616211,340
111,-280.29010172554,-247.694500789643,58.8463249206543,340
112,-320.979836898953,-248.578267335984,58.8463249206543,308
113,-440.431677895762,-250.896685039254,58.8463249206543,340
114,-162.157689560875,-247.600125315042,58.8463249206543,340
115,-181.710778575371,-245.662963453939,58.8463249206543,340
116,38.2126127761652,-234.921159034223,58.8463249206543,340
117,-272.340333184486,-233.18542037824,61.1194343566895,320
118,-35.6743010779344,-225.886464797873,61.1194343566895,325
119,-138.053992319809,-222.483448253063,61.1194343566895,276
120,-230.833971349613,-219.758090974635,61.1194343566895,340
121,-148.26839079831,-211.885806604837,61.1194343566895,230
122,-455.93420222803,-219.771966678867,61.1194343566895,327
123,-222.511216482877,-223.505193966696,61.1194343566895,264
124,-200.077150976637,-222.679041813529,66.2637100219727,278
125,-318.398165604189,-223.0335799498,66.2637100219727,318
126,-147.832324795823,-214.248453245364,66.2637100219727,294
127,-188.65526033699,-214.134712905605,66.2637100219727,300
128,-221.821789692401,-221.029708312265,66.2637100219727,318
129,-269.445817964982,-218.010871784776,66.2637100219727,329
130,-190.029057595721,-215.93751064962,66.2637100219727,336
131,-306.097019419279,-214.491672549396,69.6829528808594,300
132,-196.040346460783,-218.108226531275,69.6829528808594,340
133,-130.185686463963,-213.352778812075,69.6829528808594,321
134,-302.262645246947,-217.36513830071,69.6829528808594,304
135,-241.841723860087,-222.546434709568,69.6829528808594,302
136,-130.325999805535,-216.547870632768,69.6829528808594,279
137,-68.3171114941434,-206.441361616575,69.6829528808594,312
138,-239.347445961028,-198.397992339186,91.6537933349609,270
139,-340.429966744071,-205.528883426514,91.6537933349609,306
140,-203.756519615664,-206.410713068125,91.6537933349609,270
141,-70.2919993949789,-210.750897554971,91.6537933349609,280
142,-209.159646673918,-208.223670094549,91.6537933349609,304
143,-10.444480864816,-207.214477286024,91.6537933349609,340
144,-123.185556744675,-206.619739863018,91.6537933349609,318
145,14.0159253712204,-196.825743994185,99.9498596191406,263
146,-30.3164248752465,-192.107665357263,99.9498596191406,340
147,-185.566021391854,-181.292938123816,99.9498596191406,340
148,-153.472007944154,-178.531369782267,99.9498596191406,321
149,-4.82464453068826,-170.721269524429,99.9498596191406,340
150,-135.20082537695,-163.393375915339,99.9498596191406,333
151,-44.3763317526737,-159.255136193613,99.9498596191406,329
152,-107.961184623972,-156.027373165092,111.298278808594,334
153,-248.126041375838,-157.07954323243,111.298278808594,306
154,-237.539621575543,-155.803295376852,111.298278808594,251
155,-241.182600070362,-157.849437075838,111.298278808594,320
156,-330.12663000148,-158.810621499126,111.298278808594,304
157,25.9392400612787,-149.931438038243,111.298278808594,340
158,16.9418131690114,-144.046338052925,111.298278808594,340
159,146.545703366851,-126.094004108373,112.909477233887,340
160,-133.672761110767,-121.7672455984,112.909477233887,340
161,490.208861739826,-96.9458511365854,112.909477233887,340
162,-337.585177338548,-107.716573770362,112.909477233887,301
163,155.980723023576,-91.9034470109775,112.909477233887,340
164,-143.355385036842,-84.0204637426883,112.909477233887,269
165,-13.5616502259966,-76.4126689671017,112.909477233887,338
166,184.020206562346,-66.2401807288087,127.305816650391,340
167,-145.988571572267,-63.7133377247427,127.305816650391,340
168,290.057806962865,-51.6932462116354,127.305816650391,340
169,-4.98217386165867,-46.9651108963147,127.305816650391,284
170,25.2437085535555,-46.5159995690213,127.305816650391,340
171,241.602085731329,-35.6392591447583,127.305816650391,340
172,-74.5194779144043,-31.1973974056603,127.305816650391,340
173,52.4974244599806,-22.958620109495,130.487548828125,313
174,-159.527561374238,-29.1467367832369,130.487548828125,315
175,-34.7030467371272,-25.126825637644,130.487548828125,316
176,-18.9370499689219,-24.109254366294,130.487548828125,301
177,226.640084427089,-10.7252036042515,130.487548828125,340
178,545.691947561036,21.0275159532234,130.487548828125,340
179,286.161909855097,41.975577210449,130.487548828125,340
180,575.397722005724,74.6387900934925,139.556381225586,340
181,244.1150862864,97.6084587450077,139.556381225586,340
182,-109.757654248521,92.1805829726157,139.556381225586,277
183,615.437724500277,116.120419425866,139.556381225586,340
184,225.37165429538,119.273457463008,139.556381225586,340
185,-164.707274303248,118.032076935308,139.556381225586,340
186,690.476974431189,126.042801442963,139.556381225586,340
187,124.264832420657,144.516801833331,163.109283447266,340
188,190.572046660773,145.900454778819,163.109283447266,340
189,398.866652241588,167.589336269956,163.109283447266,340
190,358.139385258638,182.457377689342,163.109283447266,340
191,355.148647899086,189.302515342811,163.109283447266,340
192,295.329727888653,206.955247321248,163.109283447266,340
193,280.595115506521,206.576739662994,161.961288452148,340
194,316.096436821496,219.41988409032,161.961288452148,340
195,-153.834671693859,212.256748880424,161.961288452148,336
196,246.198236437682,212.440594908678,161.961288452148,340
197,-220.320529724511,206.608552836274,161.961288452148,340
198,-51.3463888996236,202.454800301889,161.961288452148,340
199,380.278232715766,224.04703206549,188.374114990234,340
200,36.2549765627998,226.885352997487,188.374114990234,340
201,231.555781132008,236.905066241524,188.374114990234,340
202,389.580727374489,243.42269195942,188.374114990234,340
203,378.819637712912,236.747799565495,188.374114990234,340
204,505.170640215468,245.50814877991,188.374114990234,340
205,96.942674126462,226.369946864739,206.437469482422,340
206,478.326029790746,235.738384604913,206.437469482422,340
207,-53.9167691897212,237.972020007265,206.437469482422,340
208,557.661964261855,235.660989597728,206.437469482422,340
209,335.565115024147,240.068728026879,206.437469482422,340
210,173.023622704669,253.577963907196,206.437469482422,340
211,323.528905129122,238.900041135113,205.238479614258,340
212,281.664216432265,245.196016495577,205.238479614258,340
213,48.5191702528826,239.513901439262,205.238479614258,340
214,-119.157569209833,218.792932581205,205.238479614258,340
215,208.77914492742,212.818522967956,205.238479614258,340
216,-88.8625419959799,195.058075372153,205.238479614258,340
217,312.627311545292,195.749978718419,205.465774536133,340
218,-21.1863937538422,183.678718348004,205.465774536133,340
219,87.084587070417,174.518244357961,205.465774536133,340
220,-420.11202610759,163.867150181412,205.465774536133,340
221,308.925935781257,166.376258155155,205.465774536133,340
222,288.474529967899,186.728060542851,205.465774536133,340
223,232.983733903824,198.101265454989,227.810775756836,340
224,548.52533946503,204.83114972496,227.810775756836,340
225,262.7369626773,213.89042916954,227.810775756836,340
226,595.328578438393,228.441341061795,227.810775756836,340
227,486.575278973417,232.321123125752,227.810775756836,340
228,151.724597558653,223.237321519582,227.810775756836,340
229,256.868276966746,213.305226989633,218.828765869141,340
230,609.021594383998,233.788383799935,218.828765869141,340
231,388.702563052731,230.203445130414,218.828765869141,340
232,423.996599449384,249.319979875978,218.828765869141,340
233,63.7481094805318,229.563425684725,218.828765869141,340
234,633.485291280612,241.480232734984,218.828765869141,340
235,492.948785822463,254.277239259696,215.322738647461,340
236,341.459701236543,254.994471103992,215.322738647461,340
237,306.233803721974,255.977254595581,215.322738647461,340
238,541.116233614991,275.681137130065,215.322738647461,340
239,246.192541105431,290.295141542676,215.322738647461,340
240,344.628777954846,295.729126863773,215.322738647461,340
241,183.947006353812,306.641508797764,220.611083984375,340
242,323.621767830447,307.081287049171,220.611083984375,340
243,466.063433119191,326.571280124092,220.611083984375,340
244,605.987869317968,347.327411413994,220.611083984375,340
245,299.353651960218,376.106038536706,220.611083984375,340
246,562.15014619257,386.235006953159,220.611083984375,340
247,481.603925638898,393.960182779999,237.764846801758,340
248,645.176853005388,410.447907544061,237.764846801758,340
249,753.205925955853,418.635131003694,237.764846801758,340
250,419.76750528782,424.916352708115,237.764846801758,340
251,335.62768417658,414.528316937643,237.764846801758,340
252,476.257295652461,414.115597604804,237.764846801758,340
253,301.90987215652,420.123008588719,230.452133178711,340
254,544.097850646225,431.612191535898,230.452133178711,340
255,97.9504349200122,411.169345157339,230.452133178711,340
256,172.880817997022,402.53647535511,230.452133178711,340
257,629.42952932866,410.753792550281,230.452133178711,340
258,642.453387692014,433.902003678741,230.452133178711,340
259,690.324199535047,436.175560008918,236.161682128906,340
260,415.765752536018,433.08823867746,236.161682128906,340
261,470.696356562419,438.257704890495,236.161682128906,340
262,565.706050350525,448.636594755637,236.161682128906,340
263,834.489574643249,460.371528396768,236.161682128906,340
264,583.816227112875,473.876475837065,236.161682128906,340
265,886.92667727545,495.56839180989,243.018417358398,340
266,467.012243116004,506.891001280377,243.018417358398,340
267,421.853327348318,510.820263661092,243.018417358398,340
268,505.143971286384,512.38348518778,243.018417358398,340
269,345.066508990715,501.94663077469,243.018417358398,340
270,501.083410188212,510.01582110381,243.018417358398,340
271,639.62194458699,513.114693039586,236.102813720703,340
272,721.366348389661,522.705189949617,236.102813720703,340
273,466.728833732131,515.567269178687,236.102813720703,340
274,594.291648390426,509.21069807607,236.102813720703,340
275,549.942599380954,514.417701839795,236.102813720703,340
276,812.836920873664,533.506071307678,236.102813720703,340
277,881.03320106145,549.697107524038,247.724166870117,340
278,474.788231245721,556.612241887606,247.724166870117,340
279,665.504784614891,561.468519246353,247.724166870117,340
280,443.340586111506,575.284125294012,247.724166870117,340
281,858.056762332492,602.691163067431,247.724166870117,340
282,796.198501511445,609.361921954742,247.724166870117,340
283,518.957792062776,604.422098129573,257.959625244141,340
284,436.765635868924,594.279755582928,257.959625244141,340
285,597.781513726964,601.560386030566,257.959625244141,340
286,625.520599590919,607.753355751706,257.959625244141,340
287,419.861984658834,601.919593124038,257.959625244141,340
288,848.39779662435,602.475922003282,257.959625244141,340
289,640.331062109738,604.736515403157,274.140625,340
290,625.320274394194,594.272259287907,274.140625,340
291,368.223718544536,590.320718305048,274.140625,340
292,1105.98337621638,617.68592025977,274.140625,340
293,530.431708529695,618.697429749503,274.140625,340
294,981.813492798134,644.1673091018,274.140625,340
295,509.203767192932,644.492123381988,274.443908691406,340
296,610.485623250305,643.326670528521,274.443908691406,340
297,676.425948156085,641.529054519178,274.443908691406,340
298,786.743982988494,654.329660489433,274.443908691406,340
299,473.996515445815,649.517855171648,274.443908691406,340
300,726.097803223078,656.564063325333,274.443908691406,340
301,823.034354557646,656.971960672692,279.258056640625,340
302,582.253999060295,645.020792592646,279.258056640625,340
303,557.583058913321,648.33258569935,279.258056640625,340
304,831.077913371025,654.955510849595,279.258056640625,340
305,841.545016677654,670.883688072241,279.258056640625,340
306,909.148156757264,672.927343849232,279.258056640625,340
307,269.182823781569,651.846716740037,291.666961669922,340
308,862.622869356401,665.593319831782,291.666961669922,340
309,470.699133740659,666.950659746652,291.666961669922,340
310,876.760708972151,678.109827556459,291.666961669922,340
311,712.130761785665,681.574234044249,291.666961669922,340
312,848.74208089923,698.729437893865,291.666961669922,340
313,848.966846310153,698.752199881297,286.353424072266,340
314,793.336261151653,704.872407842974,286.353424072266,340
315,915.341585604566,716.473260291388,286.353424072266,340
316,633.957824286283,727.102624521058,286.353424072266,340
317,692.643299223261,710.569021441333,286.353424072266,340
318,892.209126619093,725.040118164909,286.353424072266,340
319,984.900400985529,725.163594492405,292.853729248047,340
320,524.739601849128,725.785027878653,292.853729248047,340
321,1095.84768443525,745.199510326051,292.853729248047,340
322,916.228950257493,754.791630410107,292.853729248047,340
323,722.791754608248,752.233541274897,292.853729248047,340
324,404.965248553695,749.472290599212,292.853729248047,340
325,661.906176678015,746.90462553741,294.87744140625,340
326,833.213023156864,747.311772281379,294.87744140625,340
327,748.890751664906,753.977242385563,294.87744140625,340
328,981.820895291599,770.946755840694,294.87744140625,340
329,873.740929578726,772.653276489002,294.87744140625,340
330,502.199167884826,759.079442537289,294.87744140625,340
331,843.261527490005,756.443977366599,302.553955078125,340
332,654.466186626995,771.855311880416,302.553955078125,340
333,536.221317125017,758.79924979116,302.553955078125,340
334,1123.95524068649,784.929494068994,302.553955078125,340
335,788.152109813758,781.385150102658,302.553955078125,340
336,884.519558903622,788.280701987376,302.553955078125,340
337,1081.73193603974,797.600296192997,310.400299072266,340
338,1087.5123554863,807.142116560042,310.400299072266,340
339,978.401409722753,814.544722502886,310.400299072266,340
340,1029.99247377563,819.130758029729,310.400299072266,340
341,579.831076939733,816.965688135867,310.400299072266,340
342,854.907523541208,823.456257108585,310.400299072266,340
343,854.505904368269,821.948128218552,319.723480224609,340
344,825.974145498833,815.591077999084,319.723480224609,340
345,1046.91813664658,836.478219390982,319.723480224609,340
346,1188.32913666184,840.177477480045,319.723480224609,340
347,399.872897650646,819.523235375772,319.723480224609,340
348,1003.31963353271,830.74435053275,319.723480224609,340
349,612.401358027657,839.041794911709,329.067535400391,340
350,997.496549303133,852.465409816713,329.067535400391,340
351,976.106785318621,858.181160303184,329.067535400391,340
352,1002.04353379357,868.30727158833,329.067535400391,340
353,1123.74526777799,873.984246487786,329.067535400391,340
354,691.194843582321,866.68240304793,329.067535400391,340
355,873.247728296197,881.524345464385,337.614837646484,340
356,895.649159375202,883.619850739792,337.614837646484,340
357,904.106286498942,893.60545473467,337.614837646484,340
358,1128.88559005776,917.31202565198,337.614837646484,340
359,1108.22302546236,916.682737043015,337.614837646484,340
