SpaceKinova eingerichtet: C:\Users\Deermste\Documents\FraUas\BachelorThesis\Matlab
Starting parallel pool (parpool) using the 'Processes' profile ...
Preserving jobs with IDs: 2 because they contain crash dump files.
You can use 'delete(myCluster.Jobs)' to remove all jobs created with profile Processes. To create 'myCluster' use 'myCluster = parcluster('Processes')'.
Connected to parallel pool with 8 workers.
D10: 40 Hz, Seed 0, 1000 Episoden, 8 Worker, Solver 0.005 s
Episode:  21/1000 | Episode reward:  -381.08 | Episode steps:  340 | Average reward:  -417.00 | Step Count: 6878 | Episode Q0:     0.00
Episode:  22/1000 | Episode reward:  -512.51 | Episode steps:  340 | Average reward:  -421.34 | Step Count: 7218 | Episode Q0:     0.00
Episode:  23/1000 | Episode reward:  -409.24 | Episode steps:  340 | Average reward:  -420.82 | Step Count: 7558 | Episode Q0:     0.00
Episode:  24/1000 | Episode reward:  -615.31 | Episode steps:  340 | Average reward:  -428.92 | Step Count: 7898 | Episode Q0:     0.00
Episode:  25/1000 | Episode reward:  -751.61 | Episode steps:  340 | Average reward:  -441.83 | Step Count: 8238 | Episode Q0:     0.00
Episode:  26/1000 | Episode reward:  -240.31 | Episode steps:  340 | Average reward:  -430.52 | Step Count: 8578 | Episode Q0:     0.00
Episode:  27/1000 | Episode reward:  -329.85 | Episode steps:  340 | Average reward:  -438.78 | Step Count: 8918 | Episode Q0:     4.17
Episode:  28/1000 | Episode reward:  -331.58 | Episode steps:  340 | Average reward:  -441.03 | Step Count: 9258 | Episode Q0:     4.17
Episode:  29/1000 | Episode reward:  -794.11 | Episode steps:  340 | Average reward:  -461.76 | Step Count: 9598 | Episode Q0:     4.17
Episode:  30/1000 | Episode reward:  -186.71 | Episode steps:  340 | Average reward:  -462.19 | Step Count: 9938 | Episode Q0:     4.17
