set,agent,seed,base_mass,delay_steps,stop_reason,t_end,n_steps,max_ee,rew_step_median,rew_step_min,sim_error
untrained,untrained3,3007,65,0,ep>0.5m,4.975,200,0.500234830152587,-1.79276525014665,-50,
untrained,untrained3,3008,65,0,none,8.5,341,0.454555839463693,-0.850174221247993,-4.80795754780455,
untrained,untrained3,3009,65,0,ep>0.5m,8.4,337,0.504069164986053,-0.95032939287151,-50,
untrained,untrained3,3010,65,0,none,8.5,341,0.464956798780939,-1.94087809549631,-5.02518021375162,
untrained,untrained3,3011,65,0,none,8.5,341,0.479639747363276,-3.95901212371413,-5.21579218063991,
untrained,untrained3,3012,65,0,none,8.5,341,0.484660757545307,-0.938038782337481,-5.15614174131211,
untrained,untrained3,3013,65,0,none,8.5,341,0.467578600984697,-2.34310564865997,-5.07534935007827,
untrained,untrained3,3014,65,0,none,8.5,341,0.420159844044394,-1.05135818238183,-4.17160013051208,
untrained,untrained3,3015,65,0,none,8.5,341,0.38955737974625,-1.53401789697805,-3.65899290490964,
untrained,untrained3,3016,65,0,none,8.5,341,0.378620080637797,-0.705090359882626,-3.47076932063846,
untrained,untrained3,3017,65,0,none,8.5,341,0.40384078892045,-1.11179716147973,-3.95119994088653,
untrained,untrained3,3018,65,0,none,8.5,341,0.495825901342758,-4.09645189046274,-5.57801406822137,
untrained,untrained3,3019,65,0,none,8.5,341,0.389273913471144,-0.999157145266996,-3.59893452287725,
untrained,untrained3,3020,65,0,none,8.5,341,0.414084139304088,-1.61076318990334,-4.05653518487362,
untrained,untrained3,3021,65,0,none,8.5,341,0.402541226601355,-1.96412194063807,-3.80999422411872,
untrained,untrained3,3022,65,0,none,8.5,341,0.458269071796585,-3.34873839357403,-4.86910048098542,
untrained,untrained3,3023,65,0,none,8.5,341,0.406138914180901,-0.787600037293599,-3.98683218938637,
untrained,untrained3,3024,65,0,none,8.5,341,0.468614407003047,-2.87083096894128,-5.00754292234883,
untrained,untrained3,3025,65,0,none,8.5,341,0.417133808795405,-1.3984318663546,-4.16591514854318,
untrained,untrained3,3026,65,0,none,8.5,341,0.448975854809398,-1.18255750604698,-4.71865913941154,
untrained,untrained3,3027,65,0,none,8.5,341,0.419340299656846,-0.880768725000277,-4.15102218228308,
untrained,untrained3,3028,65,0,none,8.5,341,0.39815275688932,-0.663118008164277,-3.76033468453789,
untrained,untrained3,3029,65,0,none,8.5,341,0.401363399779013,-0.761283858453918,-3.85215735326739,
untrained,untrained3,3030,65,0,none,8.5,341,0.480709584336503,-3.59644436457521,-5.27323921749411,
untrained,untrained3,3031,65,0,none,8.5,341,0.401428842819328,-0.532352839764582,-3.85085704594435,
untrained,untrained3,3032,65,0,none,8.5,341,0.335826947889554,-0.777250811607966,-2.82182595364619,
untrained,untrained3,3033,65,0,none,8.5,341,0.399201473358093,-0.923714722460721,-3.69917390435325,
untrained,untrained3,3034,65,0,none,8.5,341,0.469662632852068,-3.84692985905707,-5.07336207712179,
untrained,untrained3,3035,65,0,none,8.5,341,0.366280401759713,-0.318015454442401,-3.24111429698847,
untrained,untrained3,3036,65,0,none,8.5,341,0.449815149559634,-3.10252707317106,-4.69965134134492,
untrained,untrained3,3037,65,0,none,8.5,341,0.493707362663836,-4.18233783248454,-5.4605503964259,
untrained,untrained3,3038,65,0,none,8.5,341,0.474495707525967,-3.61501224133178,-5.15081045665662,
untrained,untrained3,3039,65,0,none,8.5,341,0.40329051619532,-1.0518211231076,-3.95548116452678,
untrained,untrained3,3040,65,0,none,8.5,341,0.394535026269929,-0.569622654368291,-3.68844497827253,
untrained,untrained4,4001,65,0,none,8.5,341,0.39953272303009,-0.345645189242465,-3.82520430362208,
untrained,untrained4,4002,65,0,none,8.5,341,0.396357898306421,-2.04576869559395,-3.78647267372564,
untrained,untrained4,4003,65,0,none,8.5,341,0.454863827580525,-1.02239439329885,-4.75437837689895,
untrained,untrained4,4004,65,0,none,8.5,341,0.425700979913904,-0.937819719085515,-4.25907833504593,
untrained,untrained4,4005,65,0,none,8.5,341,0.408643748356827,-0.728843778306819,-4.00297774060127,
untrained,untrained4,4006,65,0,none,8.5,341,0.451793694402497,-1.08998145450529,-4.71142702411293,
untrained,untrained4,4007,65,0,none,8.5,341,0.402594281388341,-0.740125618075323,-3.83740550815857,
untrained,untrained4,4008,65,0,none,8.5,341,0.496216819000683,-4.12429776081088,-5.4978701086502,
untrained,untrained4,4009,65,0,ep>0.5m,3.15,127,0.503080002727106,-1.58819572402927,-50,
untrained,untrained4,4010,65,0,ep>0.5m,4.65,187,0.502760639944988,-2.31661698298325,-50,
untrained,untrained4,4011,65,0,none,8.5,341,0.432013128084214,-1.00527186504158,-4.40047088348992,
untrained,untrained4,4012,65,0,none,8.5,341,0.42141659980982,-0.711096176808927,-4.16754962060814,
untrained,untrained4,4013,65,0,ep>0.5m,6.3,253,0.501638284807929,-2.46048168453935,-50,
untrained,untrained4,4014,65,0,none,8.5,341,0.419698350210315,-3.20286883334352,-4.20955734739388,
